,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Type_Occupation,Family_Members,label,Age
370,5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.4353424657534247,Laborers,3,0,39.0
371,5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-0.9800000000000001,Laborers,2,0,30.0
372,5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-0.20136986301369864,Sales staff,3,0,27.0
373,5116818,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-2.3936986301369862,Core staff,1,0,45.0
374,5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-0.44301369863013695,Core staff,2,0,47.0
375,5086006,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,58.0
376,5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-0.4358904109589041,High skill tech staff,3,0,38.0
377,5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-0.26821917808219176,Unknown,2,0,28.0
378,5105657,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,-0.11561643835616438,Unknown,3,0,38.0
379,5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,-0.17945205479452056,Sales staff,2,0,49.0
380,5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,60.0
381,5021682,M,N,Y,0,166500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-1.0008219178082192,Cleaning staff,1,0,51.0
382,5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-0.3454794520547945,Medicine staff,2,0,48.0
383,5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2.0126027397260273,Laborers,2,0,39.0
384,5023460,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0,Unknown,1,0,57.0
385,5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-1.5191780821917809,Managers,3,0,53.0
386,5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-1.0438356164383562,Sales staff,2,0,38.0
387,5024527,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,57.0
388,5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.32602739726027397,Managers,3,0,42.0
389,5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-0.8893150684931508,Unknown,2,0,53.0
390,5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-0.4517808219178082,Managers,2,0,43.0
391,5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2.1030136986301367,Private service staff,1,0,48.0
392,5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.37068493150684934,Accountants,4,0,37.0
393,5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-1.0178082191780822,Accountants,2,0,34.0
394,5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,-0.3049315068493151,Core staff,3,0,34.0
395,5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.13917808219178082,Laborers,3,0,30.0
396,5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.7457534246575342,Unknown,2,0,57.0
397,5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-0.2717808219178082,Medicine staff,2,0,32.0
398,5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-0.6271232876712329,Core staff,4,0,30.0
399,5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,-3.4578082191780823,Core staff,1,0,54.0
400,5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-0.9980821917808219,High skill tech staff,3,0,36.0
401,5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-0.23808219178082193,Unknown,2,0,33.0
402,5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-0.5956164383561644,Core staff,4,0,30.0
403,5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-1.461917808219178,Core staff,2,0,34.0
404,5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.9684931506849315,Sales staff,2,0,52.0
405,5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-1.2073972602739727,Managers,3,0,40.0
406,5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-0.11287671232876713,Drivers,2,0,29.0
407,5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-0.12410958904109588,Unknown,2,0,37.0
408,5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-0.26301369863013696,Drivers,2,0,24.0
409,5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,57.0
410,5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1.2906849315068494,Unknown,1,0,31.0
411,5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.5383561643835616,Unknown,3,0,39.0
412,5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-0.6967123287671233,Drivers,3,0,32.0
413,5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-0.38164383561643833,Core staff,3,0,29.0
414,5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-0.12602739726027395,Accountants,3,0,30.0
415,5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-0.6120547945205479,High skill tech staff,2,0,62.0
416,5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-0.4468493150684932,Core staff,4,0,34.0
417,5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-0.4435616438356164,Waiters/barmen staff,2,0,45.0
418,5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-1.6386301369863012,Managers,2,0,51.0
419,5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.863835616438356,Cooking staff,2,0,51.0
420,5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-0.7347945205479453,Drivers,2,0,37.0
421,5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-0.9432876712328767,Managers,3,0,33.0
422,5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-0.6383561643835616,Unknown,2,0,56.0
423,5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,-0.11315068493150685,Core staff,2,0,25.0
424,5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0,Unknown,1,0,64.0
425,5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-1.8205479452054796,Unknown,3,0,42.0
426,5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.13835616438356163,High skill tech staff,4,0,28.0
427,5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,-0.055068493150684926,Accountants,2,0,36.0
428,5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,54.0
429,5149353,M,Y,Y,0,166500.0,Commercial associate,Higher education,Married,House / apartment,-0.8967123287671234,Accountants,2,0,33.0
430,5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,0.0,Unknown,2,0,59.0
431,5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-0.4005479452054795,Laborers,3,0,28.0
432,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-0.7147945205479452,Managers,2,0,35.0
433,5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-0.14273972602739726,Core staff,2,0,53.0
434,5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.36191780821917807,Drivers,2,0,47.0
435,5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-0.6758904109589041,Unknown,3,0,36.0
436,5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-0.19616438356164384,Unknown,4,0,32.0
437,5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-0.027671232876712325,Core staff,4,0,31.0
438,5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-0.4471232876712329,Unknown,2,0,25.0
439,5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-0.16821917808219178,HR staff,4,0,32.0
440,5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.5216438356164383,Laborers,1,0,48.0
441,5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-0.09616438356164383,Laborers,1,0,49.0
442,5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2.0027397260273974,Core staff,1,0,46.0
443,5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,53.0
444,5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1.989041095890411,High skill tech staff,3,0,41.0
445,5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-0.1715068493150685,Drivers,4,0,38.0
446,5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.8775342465753426,Laborers,2,0,55.0
447,5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-0.12547945205479452,Laborers,5,0,36.0
448,5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-0.44602739726027396,Managers,3,0,41.0
449,5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-1.6695890410958902,Core staff,4,0,39.0
450,5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-0.2010958904109589,Drivers,2,0,35.0
451,5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,0.0,Unknown,2,0,64.0
452,5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-0.18,Laborers,3,0,32.0
453,5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.7397260273972603,Core staff,2,0,47.0
454,5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.24109589041095889,Laborers,3,0,27.0
455,5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-0.04301369863013699,High skill tech staff,1,0,30.0
456,5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,-0.036986301369863014,Unknown,3,0,39.0
457,5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-0.41013698630136985,Managers,1,0,32.0
458,5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-0.34684931506849315,Drivers,2,0,42.0
459,5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-0.5301369863013699,Core staff,1,0,29.0
460,5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.1410958904109589,Sales staff,2,0,31.0
461,5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,60.0
462,5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.28027397260273973,Laborers,2,0,53.0
463,5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.5832876712328767,Low-skill Laborers,2,0,50.0
464,5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-0.15753424657534248,Secretaries,1,0,29.0
465,5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,65.0
466,5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-0.8936986301369864,Private service staff,1,0,48.0
467,5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-0.1178082191780822,Sales staff,2,0,22.0
468,5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-0.6046575342465753,Unknown,5,0,33.0
469,5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-0.5112328767123288,Laborers,2,0,27.0
470,5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1.2515068493150685,Laborers,2,0,39.0
471,5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-0.08465753424657534,Sales staff,2,0,44.0
472,5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-0.15835616438356165,Managers,2,0,60.0
473,5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-1.8926027397260274,Laborers,2,0,42.0
474,5051180,M,Y,N,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-0.5290410958904109,Laborers,3,0,35.0
475,5143515,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0,Unknown,1,0,63.0
476,5018461,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-2.200821917808219,Unknown,3,0,55.0
477,5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.6183561643835616,High skill tech staff,3,0,25.0
478,5148897,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,60.0
479,5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1.0345205479452055,Unknown,5,0,32.0
480,5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,55.0
481,5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.03835616438356164,Unknown,3,0,33.0
482,5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-1.2556164383561643,Laborers,2,0,32.0
483,5023482,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,-1.2065753424657535,Core staff,3,0,43.0
484,5054099,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-0.19917808219178082,Drivers,4,0,32.0
485,5062713,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1.0424657534246575,Core staff,3,0,39.0
486,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-0.6345205479452055,Accountants,2,0,31.0
487,5111117,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-0.39863013698630134,Managers,3,0,31.0
488,5118115,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.4854794520547945,Drivers,3,0,37.0
489,5024258,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.1591780821917808,Security staff,1,0,31.0
490,5113976,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-0.24465753424657533,Laborers,2,0,32.0
491,5099907,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-0.5095890410958904,Core staff,4,0,29.0
492,5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.0,Unknown,1,0,68.0
493,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-1.7306849315068493,Medicine staff,1,0,39.0
494,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-0.273972602739726,Laborers,2,0,44.0
495,5068390,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-0.03835616438356164,Sales staff,2,0,38.0
496,5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0,Unknown,2,0,58.0
497,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-1.3057534246575342,Private service staff,2,0,43.0
498,5010781,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-0.6189041095890411,Core staff,3,0,39.0
499,5022761,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-0.3682191780821918,Sales staff,2,0,26.0
500,5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-1.2849315068493152,Laborers,2,0,40.0
501,5113854,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2.271232876712329,Laborers,1,0,41.0
502,5126612,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,55.0
503,5132264,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-0.5621917808219179,Laborers,2,0,42.0
504,5142136,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-1.370958904109589,Medicine staff,4,0,46.0
505,5088163,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.25287671232876713,Core staff,1,0,35.0
506,5146086,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-0.32684931506849313,Laborers,1,0,38.0
507,5139553,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-1.7361643835616438,Medicine staff,4,0,37.0
508,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-0.21726027397260275,Sales staff,2,0,24.0
509,5025020,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,58.0
510,5118270,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-1.493972602739726,Medicine staff,2,0,53.0
511,5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,62.0
512,5142290,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-0.02410958904109589,Accountants,3,0,41.0
513,5148792,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-1.5054794520547945,Managers,1,0,47.0
514,5062031,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-0.16246575342465755,Unknown,1,0,26.0
515,5088836,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-1.0178082191780822,Accountants,2,0,34.0
516,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-1.3194520547945205,Core staff,2,0,57.0
517,5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,0.0,Unknown,1,0,64.0
518,5137407,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-0.8219178082191781,Medicine staff,1,0,47.0
519,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-2.5813698630136988,Core staff,2,0,56.0
520,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-0.4345205479452055,Core staff,2,0,39.0
521,5067419,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,63.0
522,5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,63.0
523,5146401,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-0.5764383561643835,Cleaning staff,1,0,53.0
524,5105137,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.2827397260273973,Laborers,1,0,27.0
525,5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-2.656986301369863,Managers,2,0,44.0
526,5146467,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-0.5268493150684932,Unknown,2,0,27.0
527,5113082,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,-0.3098630136986301,Core staff,2,0,41.0
528,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.3219178082191781,Managers,2,0,28.0
529,5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,54.0
530,5022243,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2.2945205479452055,High skill tech staff,2,0,41.0
531,5113020,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-0.6024657534246576,Core staff,2,0,40.0
532,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-0.5238356164383562,Drivers,3,0,48.0
533,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-0.2536986301369863,Laborers,4,0,33.0
534,5100461,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-0.6846575342465753,High skill tech staff,3,0,34.0
535,5096753,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-0.7271232876712329,Unknown,2,0,40.0
536,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.32164383561643833,Laborers,4,0,29.0
537,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-0.06301369863013698,Laborers,2,0,54.0
538,5069169,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.2635616438356164,Sales staff,2,0,28.0
539,5065820,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.6235616438356164,Laborers,3,0,42.0
540,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-0.6019178082191781,Secretaries,4,0,42.0
541,5097134,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.6761643835616439,Drivers,2,0,31.0
542,5097106,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-3.136438356164384,Unknown,2,0,57.0
543,5099877,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,59.0
544,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-0.2553424657534247,Core staff,2,0,54.0
545,5097024,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-0.8098630136986301,Managers,2,0,37.0
546,5010412,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.0,Unknown,2,0,59.0
547,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-0.3684931506849315,Unknown,2,0,29.0
548,5088503,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-0.1695890410958904,Security staff,2,0,59.0
549,5126142,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-1.0375342465753425,Laborers,4,0,43.0
550,5067020,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.34328767123287673,Laborers,3,0,46.0
551,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-0.8882191780821918,Unknown,2,0,40.0
552,5126527,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-0.0536986301369863,Medicine staff,2,0,33.0
553,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-0.08164383561643836,Laborers,1,0,43.0
554,5125471,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-0.4789041095890411,Unknown,3,0,47.0
555,5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.03397260273972603,Drivers,3,0,27.0
556,5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-1.1183561643835618,Unknown,2,0,39.0
557,5067653,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-0.392054794520548,Managers,2,0,47.0
558,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-1.4602739726027398,Unknown,2,0,38.0
559,5065601,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.34684931506849315,Laborers,2,0,57.0
560,5112833,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,-0.2786301369863014,Sales staff,2,0,36.0
561,5024636,F,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-0.30904109589041096,Unknown,2,0,54.0
562,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-0.8460273972602741,Laborers,4,0,45.0
563,5065763,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.18986301369863015,Unknown,1,0,40.0
564,5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.40164383561643835,Cleaning staff,1,0,51.0
565,5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-0.4627397260273972,Drivers,15,0,48.0
566,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-0.8227397260273973,Laborers,2,0,26.0
567,5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.1065753424657534,Managers,2,0,34.0
568,5113406,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-0.1610958904109589,Sales staff,1,0,29.0
569,5025741,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-0.07726027397260274,Sales staff,2,0,32.0
570,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.2304109589041095,Laborers,2,0,41.0
571,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-0.3164383561643836,Laborers,2,0,49.0
572,5024586,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-0.33424657534246577,Managers,4,0,33.0
573,5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,0.0,Unknown,1,0,47.0
574,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-0.18,Unknown,2,0,49.0
575,5149034,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-0.32958904109589043,Core staff,2,0,47.0
576,5114114,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-0.19506849315068492,Security staff,1,0,46.0
577,5142579,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-0.7791780821917809,Unknown,2,0,56.0
578,5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.0,Unknown,2,0,58.0
579,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1.1043835616438356,Drivers,2,0,49.0
580,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-0.9101369863013697,Unknown,3,0,34.0
581,5009790,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0,Unknown,1,0,60.0
582,5135819,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.7884931506849315,Laborers,2,0,53.0
